case:concept:name,concept:name
2074,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2075,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials']"
2076,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2077,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2078,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2079,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2080,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials']"
2081,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2082,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2083,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2084,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2085,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2086,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2087,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2088,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2089,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2090,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2091,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2092,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2093,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2094,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2095,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2096,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2097,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2098,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2099,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2100,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2101,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2102,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2103,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2104,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2105,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2106,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2107,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2108,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2109,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2110,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2111,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2112,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2113,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2114,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2115,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2116,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2117,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2118,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2119,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2120,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2121,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2122,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2123,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2124,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2125,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2126,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2127,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2128,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2129,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2130,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2131,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2132,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2133,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2134,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2135,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2136,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2137,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2138,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2139,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2140,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2141,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2142,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2143,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2144,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2145,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2146,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2147,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2148,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2149,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2150,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2151,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2152,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2153,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2154,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2155,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2156,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2157,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2158,"['Battery cell completely discharged', 'Check battery cell for damage']"
2159,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2160,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2161,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2162,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2163,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2164,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2165,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2166,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2167,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2168,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2169,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2170,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
2171,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2172,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2173,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2174,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2175,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2176,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2177,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2178,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2179,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2180,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2181,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2182,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2183,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2184,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2185,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2186,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2187,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2188,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2189,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2190,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
2191,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2192,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2193,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2194,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2195,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2196,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2197,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2198,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2199,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2200,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2201,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2202,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2203,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2204,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2205,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2206,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2207,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
